HOST;VM;PD;TYPE;DATE;TIME;EDATE;ETIME;ID;UUID;STATE;SIZE;GB
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-08;18:00:12;2022-01-22;18:00:12;552631921;5b017397-2fd2-4ca6-a5f6-eb19938c5500;AVAILABLE;4125388800;=L119/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-07;18:00:02;2022-01-21;18:00:02;548290479;facd9e5e-3f63-426c-be7c-9e14f9bf4dcd;AVAILABLE;3714314240;=L120/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-06;18:00:12;2022-01-20;18:00:12;543883989;faff7f1d-3cba-4d59-a142-4e576e441fc3;AVAILABLE;4889960448;=L121/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-05;18:00:22;2022-01-19;18:00:22;539302735;cbd4a061-a989-4885-81eb-9b4ac924cd2f;AVAILABLE;3697328128;=L122/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-04;18:00:17;2022-01-18;18:00:17;534660257;aef0394b-3a14-4aba-8d41-3cf69227d7ee;AVAILABLE;2535620608;=L123/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-03;18:00:15;2022-01-17;18:00:15;529752570;21cd7978-5172-4765-8a71-81a8d7d41ac3;AVAILABLE;2525966336;=L124/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-02;18:00:13;2022-01-16;18:00:13;524927271;08ec7712-72fb-4fb4-9582-a3a543f51369;AVAILABLE;3529744384;=L125/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2022-01-01;18:00:30;2022-01-15;18:00:30;520761823;a512caee-ca2e-4a08-8404-c1baefae146d;AVAILABLE;3337515008;=L126/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2021-12-31;18:00:24;2022-01-14;18:00:24;516693255;a847a771-661c-497c-82ce-04956d214184;AVAILABLE;3057033216;=L127/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2021-12-30;18:00:24;2022-01-13;18:00:24;512538956;254ac8ed-2b1c-4b5c-b5bd-613ad3623dd4;AVAILABLE;2491654144;=L128/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCP;SRVAAWEBAQVANCP;SNP;2021-12-29;18:00:15;2022-01-12;18:00:15;508250635;996cf5b1-4610-4753-bdde-1225b5bc3c07;AVAILABLE;2334568448;=L129/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-11;18:00:39;2022-01-25;18:00:39;566908649;8e2d1678-f231-44ac-b710-79e261a47aa7;AVAILABLE;4217704448;=L130/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-10;18:00:08;2022-01-24;18:00:08;561760554;daf0040c-e124-424f-a894-c6342513eb31;AVAILABLE;4219203584;=L131/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-09;18:00:23;2022-01-23;18:00:23;556768348;c50a167c-ac05-42a1-9110-416fc3297e3c;AVAILABLE;4218920960;=L132/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-08;18:00:09;2022-01-22;18:00:09;552632505;16a698b1-7e87-4d04-ac67-2d815c78f5fa;AVAILABLE;4201848832;=L133/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-07;18:00:27;2022-01-21;18:00:27;548291063;b260a814-3dcc-48b5-8e50-77dc815b253a;AVAILABLE;4167966720;=L134/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-06;18:00:09;2022-01-20;18:00:09;543884573;66a3aca0-c2f3-41e3-9b0d-90ed668badb6;AVAILABLE;4093173760;=L135/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-05;18:00:12;2022-01-19;18:00:12;539303319;b64a5184-1d87-457c-86c9-650f4b0ddf13;AVAILABLE;4104744960;=L136/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-04;18:00:08;2022-01-18;18:00:08;534660841;5743d85a-8b66-4dbe-922b-2f7c19c611d8;AVAILABLE;3902169088;=L137/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-03;18:00:22;2022-01-17;18:00:22;529753154;d368d4f2-a34a-4380-b0fc-d702d3ddcc2c;AVAILABLE;4037652480;=L138/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-02;18:00:10;2022-01-16;18:00:10;524927855;b56297be-39bc-4d44-80fc-205187f52a58;AVAILABLE;3917975552;=L139/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2022-01-01;18:00:20;2022-01-15;18:00:20;520762407;867e8f22-ba64-4968-a1ac-3a6bab1f7f42;AVAILABLE;4217757696;=L140/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2021-12-31;18:00:19;2022-01-14;18:00:19;516693839;7fb9e588-146f-4675-bd4a-a35f6f85ee8d;AVAILABLE;4055560192;=L141/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2021-12-30;18:00:18;2022-01-13;18:00:18;512539540;42f97bbc-4875-4204-8ec6-f874bff828fa;AVAILABLE;4168413184;=L142/1024/1024/1024
192.168.136.10;SRVCCNAGIOS;SRVCCNAGIOS;SNP;2021-12-29;18:00:04;2022-01-12;18:00:04;508251219;2b6797ff-e56e-433b-98d2-29c6f928edfe;AVAILABLE;4039843840;=L143/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-11;18:00:14;2022-01-25;18:00:14;566908269;75a0cf06-e6e0-4c7f-8893-8d6458d61b48;AVAILABLE;3724546048;=L144/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-10;18:00:13;2022-01-24;18:00:13;561760174;ae5edfaf-89c3-435d-b266-c8960edfbe05;AVAILABLE;4320636928;=L145/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-09;18:00:31;2022-01-23;18:00:31;556767968;d4026f39-d16f-4a09-84c3-8eac3844d790;AVAILABLE;144129994752;=L146/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-08;18:00:09;2022-01-22;18:00:09;552632125;0821222a-cbc5-4986-8866-03e8cf686eec;AVAILABLE;6209904640;=L147/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-07;18:00:23;2022-01-21;18:00:23;548290683;611835f1-d302-4952-925a-e5317df08e58;AVAILABLE;5525807104;=L148/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-06;18:00:09;2022-01-20;18:00:09;543884193;918eb364-6bc4-4463-8e0a-375c66f5af61;AVAILABLE;6801391616;=L149/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-05;18:00:11;2022-01-19;18:00:11;539302939;fb537697-a8c7-4651-8fe5-5eb99f90708f;AVAILABLE;4874268672;=L150/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-04;18:00:16;2022-01-18;18:00:16;534660461;dccca586-8791-416d-9bbc-6329b45f3ca4;AVAILABLE;3831820288;=L151/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-03;18:00:03;2022-01-17;18:00:03;529752774;511c8cea-080f-4ee7-aa19-dc03d0488727;AVAILABLE;3638956032;=L152/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-02;18:00:29;2022-01-16;18:00:29;524927475;b5365562-46f7-485a-ac8e-7c7faef62f42;AVAILABLE;143366467584;=L153/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2022-01-01;18:00:18;2022-01-15;18:00:18;520762027;81b1cdd3-5414-4234-9767-ed5f54bc1b6e;AVAILABLE;6702489600;=L154/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2021-12-31;18:00:25;2022-01-14;18:00:25;516693459;65ee1312-29f1-4d2c-a89e-99482338f7f4;AVAILABLE;4184813568;=L155/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2021-12-30;18:00:06;2022-01-13;18:00:06;512539160;4232b32c-2ec3-40d1-aa1d-2d169cacad78;AVAILABLE;3613036544;=L156/1024/1024/1024
192.168.136.10;SRVAAWEBAQVANCT;SRVAAWEBAQVANCT;SNP;2021-12-29;18:00:22;2022-01-12;18:00:22;508250839;783aec82-39ba-4200-919d-4c4c79ffd4be;AVAILABLE;3844542464;=L157/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-12;15:48:02;2022-01-12;19:48:02;571046143;51588a67-9bc6-4bb6-9a53-6ff6cc1bf371;AVAILABLE;642744320;=L158/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-12;14:48:01;2022-01-12;18:48:01;570858731;527c2706-2280-46cd-a628-c0e6984f913c;AVAILABLE;579248128;=L159/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-12;13:48:02;2022-01-12;17:48:02;570682977;92d0dd61-0504-402d-91b2-e7f67ad19b8b;AVAILABLE;674959360;=L160/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-12;12:48:02;2022-01-12;16:48:02;570515216;07734e6f-6a9d-44f3-b0fe-70ea71846962;AVAILABLE;670671360;=L161/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-11;18:00:11;2022-01-25;18:00:11;566907545;96df0d7d-5434-4bfe-bf97-0e9a4b458299;AVAILABLE;161112064;=L162/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-10;18:00:09;2022-01-24;18:00:09;561759450;7143ccee-012d-45bc-9160-ff19ef72317b;AVAILABLE;192741376;=L163/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-09;18:00:09;2022-01-23;18:00:09;556767244;d6093fd1-e5bb-4770-910c-172696847be4;AVAILABLE;173064192;=L164/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-08;18:00:10;2022-01-22;18:00:10;552631401;46e0f20f-5863-4a76-a1d4-6ba712496f49;AVAILABLE;170905600;=L165/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-07;18:00:07;2022-01-21;18:00:07;548289959;60281341-91a3-4377-85f4-7fbee29a46cd;AVAILABLE;174612480;=L166/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-06;18:00:06;2022-01-20;18:00:06;543883469;07944cf2-cc34-4d8e-98aa-03f3ce35a23d;AVAILABLE;167518208;=L167/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-05;18:00:06;2022-01-19;18:00:06;539302215;324ff49a-64a1-4816-ae2c-ef7c892d6a62;AVAILABLE;171683840;=L168/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-04;18:00:07;2022-01-18;18:00:07;534659737;5b4c3424-2b92-46e8-9e07-5fe143c77e21;AVAILABLE;188731392;=L169/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-03;18:00:02;2022-01-17;18:00:02;529752050;1f0ae312-5938-431c-a30e-487245c45573;AVAILABLE;174415872;=L170/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-02;18:00:10;2022-01-16;18:00:10;524926751;68e8fa4a-cce8-4b0c-ad25-0460bc2a9819;AVAILABLE;176922624;=L171/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2022-01-01;18:00:20;2022-01-15;18:00:20;520761303;32b631bf-00e0-4653-a633-1a7a9036ec26;AVAILABLE;174141440;=L172/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2021-12-31;18:00:12;2022-01-14;18:00:12;516692735;623360c5-ba34-4048-b5db-a5db4a8d2dbe;AVAILABLE;178552832;=L173/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2021-12-30;18:00:13;2022-01-13;18:00:13;512538436;9c39774c-4276-4cc4-9398-7566b94da197;AVAILABLE;171624960;=L174/1024/1024/1024
192.168.136.10;SRVAAABEMPORTP;SRVAAABEMPORTP;SNP;2021-12-29;18:00:14;2022-01-12;18:00:14;508250115;3974c005-69bf-4d28-bcb8-1f2dcb19e95b;AVAILABLE;177598464;=L175/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-11;18:00:18;2022-01-25;18:00:18;566908261;f17812b8-2127-4284-adc3-25ff90c55e71;AVAILABLE;1894010880;=L176/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-10;18:00:32;2022-01-24;18:00:32;561760166;89e55c84-b9ab-494c-beba-507b056d5e54;AVAILABLE;1871912960;=L177/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-09;18:00:12;2022-01-23;18:00:12;556767960;edb1164e-7a9b-4bf5-9548-554849af3ed5;AVAILABLE;2506227712;=L178/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-08;18:00:10;2022-01-22;18:00:10;552632117;16953a74-1266-49df-8127-300629267abb;AVAILABLE;1841786880;=L179/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-07;18:00:07;2022-01-21;18:00:07;548290675;a68d90e1-6f69-4790-a52d-839fc71cbafb;AVAILABLE;2181181440;=L180/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-06;18:00:18;2022-01-20;18:00:18;543884185;8427a76a-0389-469a-9d29-d618e48a440a;AVAILABLE;1990750208;=L181/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-05;18:00:24;2022-01-19;18:00:24;539302931;b536277c-2726-4ea8-ae2f-03732b4f5892;AVAILABLE;1880449024;=L182/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-04;18:00:15;2022-01-18;18:00:15;534660453;dded739e-f1df-4900-91a9-6b8563a05f8a;AVAILABLE;1925750784;=L183/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-03;18:00:20;2022-01-17;18:00:20;529752766;424e1e0f-1de4-4d48-8b25-d17be2984fe8;AVAILABLE;2142085120;=L184/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-02;18:00:04;2022-01-16;18:00:04;524927467;a59fbf2a-6841-4056-9486-5dbdae2808a9;AVAILABLE;1762041856;=L185/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2022-01-01;18:00:11;2022-01-15;18:00:11;520762019;55cbda24-1311-4b1d-ad26-54d2f4843f9b;AVAILABLE;2194296832;=L186/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2021-12-31;18:00:19;2022-01-14;18:00:19;516693451;23950163-2fe5-4f4d-9795-7f7ec6945317;AVAILABLE;1752567808;=L187/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2021-12-30;18:00:13;2022-01-13;18:00:13;512539152;5d08e4b4-ea29-4aa0-94b0-0d1ce29f3978;AVAILABLE;1923751936;=L188/1024/1024/1024
192.168.136.10;SRVAAANALITIC;SRVAAANALITIC;SNP;2021-12-29;18:00:20;2022-01-12;18:00:20;508250831;71d0d819-66f6-4837-abdf-03241d887ba7;AVAILABLE;1557864448;=L189/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-11;18:00:05;2022-01-25;18:00:05;566908133;5592feec-8c12-4da2-87fb-dcaf66e490c7;AVAILABLE;780140544;=L190/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-10;18:00:33;2022-01-24;18:00:33;561760038;f720c300-6441-4ae9-88af-0cca327b505c;AVAILABLE;610983936;=L191/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-09;18:00:31;2022-01-23;18:00:31;556767832;df321d05-4e0a-4ee3-80e0-f1e9ca6eb570;AVAILABLE;648019968;=L192/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-08;18:00:30;2022-01-22;18:00:30;552631989;61e4f5af-bf0a-4f06-a0fa-991b9390e5a5;AVAILABLE;572522496;=L193/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-07;18:00:24;2022-01-21;18:00:24;548290547;e87549f4-214e-4491-86a2-84f3fb5acedf;AVAILABLE;586153984;=L194/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-06;18:00:09;2022-01-20;18:00:09;543884057;1f0a9e94-abe6-48b0-acea-d83b0b38d0fc;AVAILABLE;624951296;=L195/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-05;18:00:15;2022-01-19;18:00:15;539302803;b1509bda-c1da-43dc-a05b-93a5b353beca;AVAILABLE;751828992;=L196/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-04;18:00:45;2022-01-18;18:00:45;534660325;59069a91-b066-42e2-b171-049be9fe41db;AVAILABLE;576716800;=L197/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-03;18:00:05;2022-01-17;18:00:05;529752638;a2b66585-b134-4bb7-9bf2-11c63516047b;AVAILABLE;802160640;=L198/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-02;18:00:16;2022-01-16;18:00:16;524927339;6e355e5e-42e2-4b9e-a016-e9cfa1d68319;AVAILABLE;638263296;=L199/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2022-01-01;18:00:28;2022-01-15;18:00:28;520761891;1db99b9f-ffe4-4668-a4c8-1231dc7d3479;AVAILABLE;588251136;=L200/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2021-12-31;18:00:17;2022-01-14;18:00:17;516693323;90d7c67c-2928-4c47-8968-467c33032952;AVAILABLE;647700480;=L201/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2021-12-30;18:00:09;2022-01-13;18:00:09;512539024;2118aaa6-4d56-4b1f-9371-1ad8fb17a34b;AVAILABLE;639631360;=L202/1024/1024/1024
192.168.136.10;SRVAALFRAY03P;SRVAALFRAY03P;SNP;2021-12-29;18:00:08;2022-01-12;18:00:08;508250703;841f14d6-907e-4f11-ad56-2c7ebc20e63f;AVAILABLE;1168113664;=L203/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-11;18:00:21;2022-01-25;18:00:21;566908765;1fa1f0c6-77df-4d7f-8304-27cf8b749957;AVAILABLE;1240195072;=L204/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-10;18:00:08;2022-01-24;18:00:08;561760670;d5e9bc3f-0057-4279-9d70-ed3aed0e14b5;AVAILABLE;18946838528;=L205/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-09;18:00:32;2022-01-23;18:00:32;556768464;eea347a2-dacf-4323-aee9-44def7621886;AVAILABLE;1375490048;=L206/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-08;18:00:13;2022-01-22;18:00:13;552632621;7eeec327-9eea-402e-8e1e-8dd6b1275416;AVAILABLE;1016205312;=L207/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-07;18:00:23;2022-01-21;18:00:23;548291179;f57d52b9-b40b-478a-b1d1-046b0aa13d1d;AVAILABLE;1525641216;=L208/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-06;18:00:38;2022-01-20;18:00:38;543884689;23692947-4dce-497f-bf63-e6260f4e7dfa;AVAILABLE;1186734080;=L209/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-05;18:00:25;2022-01-19;18:00:25;539303435;837f04bf-0350-4dd8-be56-5c8f5028a0b4;AVAILABLE;1066844160;=L210/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-04;18:00:24;2022-01-18;18:00:24;534660957;9b00503c-eb74-40fa-a004-35e4ffbdae90;AVAILABLE;18920960000;=L211/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-03;18:00:09;2022-01-17;18:00:09;529753270;a280c9cb-f0f0-45b9-b1b3-b9c4778bb321;AVAILABLE;19401416704;=L212/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-02;18:00:19;2022-01-16;18:00:19;524927971;d5d69d83-2131-483f-a90c-d5e668e942d3;AVAILABLE;2333798400;=L213/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2022-01-01;18:00:12;2022-01-15;18:00:12;520762523;f0ee16d6-f0b3-4264-946d-c8c30bab2a5a;AVAILABLE;2640314368;=L214/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2021-12-31;18:00:22;2022-01-14;18:00:22;516693955;a5ed1f24-f2a7-492e-b42a-719ce2f7b9ae;AVAILABLE;2756898816;=L215/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2021-12-30;18:00:09;2022-01-13;18:00:09;512539656;d67954dc-abd1-43db-84f6-49dfd0387058;AVAILABLE;2195132416;=L216/1024/1024/1024
192.168.136.10;SRVAASSMCCTV02P;SRVAASSMCCTV02P;SNP;2021-12-29;18:00:32;2022-01-12;18:00:32;508251335;f7f695d4-eec6-4b0f-8e06-a83ac974f827;AVAILABLE;2539855872;=L217/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-11;18:00:02;2022-01-25;18:00:02;566907393;d91e01cc-c3de-4ba3-b597-f55692c7f578;AVAILABLE;4210155520;=L218/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-10;18:00:33;2022-01-24;18:00:33;561759298;c2640613-b0d7-4693-9317-c489ea122751;AVAILABLE;113317986304;=L219/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-09;18:00:04;2022-01-23;18:00:04;556767092;379860b2-4dfe-42d9-a603-27de660abf64;AVAILABLE;4313870336;=L220/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-08;18:00:15;2022-01-22;18:00:15;552631249;c19d44af-ec99-401c-a002-ddcff3b107d4;AVAILABLE;4300550144;=L221/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-07;18:00:01;2022-01-21;18:00:01;548289807;8209e2a0-5adf-437e-99e0-0d08e2e54f2b;AVAILABLE;4496924672;=L222/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-06;18:00:29;2022-01-20;18:00:29;543883317;205414ad-2ca2-4206-81a5-b03d443853d6;AVAILABLE;4439580672;=L223/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-05;18:00:05;2022-01-19;18:00:05;539302063;cfb5fd6b-a328-4b9e-ad3e-52efccfc93f2;AVAILABLE;4339965952;=L224/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-04;18:00:09;2022-01-18;18:00:09;534659585;f7a7a282-1260-4852-970d-5cb0ba3b8192;AVAILABLE;4312281088;=L225/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-03;18:00:15;2022-01-17;18:00:15;529751898;45c48582-d953-4c23-b6e1-621617b9a898;AVAILABLE;113411452928;=L226/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-02;18:00:02;2022-01-16;18:00:02;524926599;ad26794c-1109-40f5-8209-fbf39a41f463;AVAILABLE;3887135232;=L227/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2022-01-01;18:00:11;2022-01-15;18:00:11;520761151;6b4f2dd5-e030-408c-9245-cea6fe6406fc;AVAILABLE;4355784704;=L228/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2021-12-31;18:00:28;2022-01-14;18:00:28;516692583;e560589e-48ea-49e0-bcde-4274ecceac9b;AVAILABLE;4006862848;=L229/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2021-12-30;18:00:02;2022-01-13;18:00:02;512538284;5455ec75-7d76-46dc-87f2-b07ced15d2d1;AVAILABLE;4490817536;=L230/1024/1024/1024
192.168.136.10;SRVSEGMOVEP;SRVSEGMOVEP;SNP;2021-12-29;18:00:03;2022-01-12;18:00:03;508249963;79bb217c-9c39-4e2d-a15d-d1d03a012fe5;AVAILABLE;4313554944;=L231/1024/1024/1024
192.168.136.10;SRVLPOVT4CLON;SRVLPOVT4CLON;SNP;2022-01-11;18:00:35;2022-01-25;18:00:35;566908841;b990f8e8-7968-428a-877d-5c0347549a6d;AVAILABLE;159383552;=L232/1024/1024/1024
192.168.136.10;SRVLPOVT4CLON;SRVLPOVT4CLON;SNP;2022-01-10;18:00:21;2022-01-24;18:00:21;561760746;8c367693-5389-4780-8cea-d18223401d63;AVAILABLE;199229440;=L233/1024/1024/1024
